theTimes theMdot theDWR theX theY theZ theAltitude theVx theVy theVz thePitch theYaw theAOA theMach thePdyn theFlux theThrust theDrag theAcc theAccProp theGuidFlag theVrel theFPARel theFPA theLON theLAT theNGV theDV_drag theDV_Prop theMass Flag_HSSep Flag_MPLSep stage thePOS_ECI_x thePOS_ECI_y thePOS_ECI_z theVEL_ECI_x theVEL_ECI_y theVEL_ECI_z theVREL_ECI_x theVREL_ECI_y theVREL_ECI_z
0.6842648877 2895.3 0 918252.6165 -5530479.824 3031389.24 1.212949187 403.7987622 63.88719841 1.706034375 1.570796327 3.050848418 0.002577871632 0.01043668364 7.724465731 27.43305545 8222652.999 24.40450188 15.00428065 15.00432518 1 3.551450211 1.565402716 0.008686951016 -1.40631231 0.4985072105 15.00428065 1.014737584e-05 10.24835051 548018.8479 0 0 1 918252.6165 -5530479.824 3031389.24 403.7987622 63.88719841 1.706034375 0.5098133334 -3.072838375 1.706034375
0.7560526316 2895.3 0 918281.6062 -5530475.249 3031389.369 1.481347419 403.8521981 63.56506459 1.886047476 1.570796327 3.050848418 0.002576627436 0.01153798066 9.440382555 37.0647683 8222671.393 29.82132027 15.00999717 15.01005161 1 3.926193465 1.565403897 0.009603531928 -1.40631231 0.4985072106 15.00999717 1.369977345e-05 11.32568271 547811.0008 0 0 1 918281.6062 -5530475.249 3031389.369 403.8521981 63.56506459 1.886047476 0.5635828801 -3.39708616 1.886047476
0.8278403755 2895.3 0 918310.5998 -5530470.698 3031389.511 1.776662279 403.9056899 63.2425744 2.066256927 1.570796327 3.050848418 0.002575400406 0.01264049512 11.33035119 48.73577661 8222691.631 35.7862629 15.0157204 15.01578575 1 4.301347397 1.565405054 0.01052110163 -1.40631231 0.4985072107 15.0157204 1.79994274e-05 12.40342627 547603.1538 0 0 1 918310.5998 -5530470.698 3031389.511 403.9056899 63.2425744 2.066256927 0.6174066017 -3.721690588 2.066256927
0.9355219913 2895.3 0 918354.0973 -5530463.914 3031389.748 2.270167772 403.9860325 62.75817002 2.336939769 1.570796327 3.050848418 0.002573592006 0.01429655489 14.49283319 70.5054506 8222725.451 45.76460186 15.02431783 15.02440145 1 4.864849384 1.565406746 0.01189930937 -1.40631231 0.4985072109 15.02431783 2.602014105e-05 14.02081422 547291.3832 0 0 1 918354.0973 -5530463.914 3031389.748 403.9860325 62.75817002 2.336939769 0.6982439113 -4.209266859 2.336939769
1.043203607 2895.3 0 918397.6035 -5530457.182 3031390.014 2.824401755 404.0665012 62.27296145 2.60806571 1.570796327 3.050848418 0.002571822122 0.01595536775 18.04996645 97.99828837 8222763.434 56.98440889 15.03293041 15.03303459 1 5.429278144 1.565408386 0.01327973982 -1.40631231 0.4985072111 15.03293041 3.613146143e-05 15.63913086 546979.6126 0 0 1 918397.6035 -5530457.182 3031390.014 404.0665012 62.27296145 2.60806571 0.779203499 -4.697647957 2.60806571
1.150885223 2895.3 0 918441.1184 -5530450.503 3031390.31 3.439464105 404.1470963 61.78694725 2.879635539 1.570796327 3.050848418 0.002570090688 0.01761694207 22.0035639 131.9033415 8222805.584 69.45056213 15.04155815 15.04168519 1 5.994635329 1.565409972 0.01466239168 -1.40631231 0.4985072114 15.04155815 4.858072532e-05 17.25837807 546667.842 0 0 1 918441.1184 -5530450.503 3031390.31 404.1470963 61.78694725 2.879635539 0.8602855961 -5.186835314 2.879635539
1.258566839 2895.3 0 918484.6419 -5530443.875 3031390.634 4.115454897 404.2278178 61.30012598 3.151650048 1.570796327 3.050848418 0.002568397637 0.01928128622 26.35543221 172.9159507 8222851.911 83.16791253 15.05020109 15.05035331 1 6.560922593 1.565411507 0.01604726359 -1.40631231 0.4985072117 15.05020109 6.361665127e-05 18.87855774 546356.0714 0 0 1 918484.6419 -5530443.875 3031390.634 404.2278178 61.30012598 3.151650048 0.9414904346 -5.676830367 3.151650048
1.420089263 2895.3 0 918549.9436 -5530434.033 3031391.176 5.243901228 404.349138 60.5683777 3.560507317 1.570796327 3.050848418 0.002565929873 0.02178301431 33.63392912 249.2980803 8222929.244 106.1004761 15.06319407 15.06338843 1 7.41210102 1.56541371 0.01812873104 -1.40631231 0.4985072121 15.06319407 9.160734457e-05 21.31058001 545888.4156 0 0 1 918549.9436 -5530434.033 3031391.176 404.349138 60.5683777 3.560507317 1.063528341 -6.413340521 3.560507317
1.581611686 2895.3 0 918615.2649 -5530424.309 3031391.785 6.510001194 404.4707443 59.83480543 3.970369578 1.570796327 3.050848418 0.00256354807 0.02429102198 41.81863376 345.6469606 8223016.011 131.8752394 15.07622141 15.0764632 1 8.265381471 1.565415795 0.02021518563 -1.40631231 0.4985072126 15.07622141 0.0001268312814 23.74471096 545420.7597 0 0 1 918615.2649 -5530424.309 3031391.785 404.4707443 59.83480543 3.970369578 1.185843724 -7.151676093 3.970369578
1.74313411 2895.3 0 918680.6058 -5530414.704 3031392.459 7.914094774 404.5926376 59.09940429 4.381239518 1.570796327 3.050848418 0.002561251977 0.02680533791 50.91556154 464.3891046 8223112.235 160.5082176 15.08928322 15.08957776 1 9.120769576 1.565417762 0.02230662228 -1.40631231 0.4985072132 15.08928322 0.0001701453029 26.18095698 544953.1038 0 0 1 918680.6058 -5530414.704 3031392.459 404.5926376 59.09940429 4.381239518 1.308437372 -7.891841964 4.381239518
1.904656534 2895.3 0 918745.9664 -5530405.218 3031393.2 9.456522857 404.7148185 58.3621694 4.793119835 1.570796327 3.050848418 0.002559041335 0.02932599089 60.93069341 607.9829696 8223217.938 192.0152784 15.1023796 15.10273226 1 9.978270978 1.565419612 0.02440303569 -1.40631231 0.4985072138 15.1023796 0.0002224131838 28.61932453 544485.4479 0 0 1 918745.9664 -5530405.218 3031393.2 404.7148185 58.3621694 4.793119835 1.431310076 -8.633843027 4.793119835
2.14694017 2895.3 0 918844.0445 -5530391.212 3031394.436 12.03029011 404.8986312 57.25286804 5.412840684 1.570796327 3.050848418 0.002555885007 0.03311891576 77.68801979 875.4272882 8223394.321 244.6991128 15.12208922 15.12253921 1 11.2684979 1.565422168 0.02755697502 -1.40631231 0.4985072149 15.12208922 0.000319647399 32.28086886 543783.9641 0 0 1 918844.0445 -5530391.212 3031394.436 404.8986312 57.25286804 5.412840684 1.616144099 -9.750296354 5.412840684
2.389223805 2895.3 0 918942.1671 -5530377.475 3031395.823 14.91723669 405.0830959 56.13941306 6.034850127 1.570796327 3.050848418 0.002552919405 0.03692626261 96.54458606 1212.939034 8223592.166 303.9373512 15.14187721 15.14243686 1 12.56351167 1.565424462 0.03072207989 -1.406312311 0.498507216 15.14187721 0.0004419576944 35.94722308 543082.4803 0 0 1 918942.1671 -5530377.475 3031395.823 405.0830959 56.13941306 6.034850127 1.80161047 -10.87090655 6.034850127
2.631507441 2895.3 0 919040.3345 -5530364.009 3031397.361 18.11852471 405.2682153 55.02178777 6.659157368 1.570796327 3.050848418 0.002550143552 0.04074813062 117.5201125 1629.220283 8223811.553 369.7815824 15.16174391 15.16242569 1 13.86333155 1.565426494 0.03389832949 -1.406312311 0.4985072173 15.16174391 0.000592346403 39.61840921 542380.9965 0 0 1 919040.3345 -5530364.009 3031397.361 405.2682153 55.02178777 6.659157368 1.98771189 -11.99569032 6.659157368
2.873791077 2895.3 0 919138.5469 -5530350.814 3031399.05 21.63532093 405.4539923 53.89997541 7.285771652 1.570796327 3.050848418 0.002547556431 0.04458461974 140.6341206 2133.135091 8224052.562 442.2825679 15.1816897 15.1825062 1 15.16797688 1.565428266 0.03708570185 -1.406312311 0.4985072187 15.1816897 0.0007738503892 43.29444943 541679.5127 0 0 1 919138.5469 -5530350.814 3031399.05 405.4539923 53.89997541 7.285771652 2.174451071 -13.12466444 7.285771652
3.23721653 2895.3 0.09504164755 919285.95 -5530331.532 3031401.869 27.50465705 405.7338968 52.20936919 8.230039109 1.570796327 3.050848418 0.002544027294 0.05036698859 179.3569788 3073.108786 8224454.792 563.6244012 15.21175747 15.2128 1 17.13403519 1.565430437 0.04188756461 -1.406312312 0.498507221 15.21175747 0.001111661641 48.8176634 540627.287 0 0 1 919285.95 -5530331.532 3031401.869 405.7338968 52.20936919 8.230039109 2.455761608 -14.82601946 8.230039109
3.600641984 2895.3 0.09504164755 919433.4551 -5530312.866 3031405.033 34.09049718 406.0152966 50.50924693 9.179549842 1.570796327 3.050848418 0.002540916675 0.05618282523 222.9991044 4261.749385 8224906.125 700.2207503 15.24200523 15.24330295 1 19.11106054 1.56543203 0.04671431806 -1.406312312 0.4985072237 15.24200523 0.001536917419 54.35192491 539575.0613 0 0 1 919433.4551 -5530312.866 3031405.033 406.0152966 50.50924693 9.179549842 2.738522491 -16.53689796 9.179549842
3.964067437 2895.3 0.09504164755 919581.0628 -5530294.82 3031408.542 41.39683905 406.2982012 48.79955103 10.1343356 1.570796327 3.050848418 0.002538220639 0.06203247724 271.6236277 5731.019353 8225406.835 852.2317126 15.27243426 15.2740168 1 21.0991194 1.565433046 0.05156587292 -1.406312313 0.4985072265 15.27243426 0.002060297716 59.8973103 538522.8355 0 0 1 919581.0628 -5530294.82 3031408.542 406.2982012 48.79955103 10.1343356 3.022743037 -18.25735758 10.1343356
4.327492891 2895.3 0.134409187 919728.7735 -5530277.397 3031412.4 49.42770465 406.5826203 47.08022349 11.09442834 1.570796327 3.050848418 0.002535935061 0.06791629641 325.292472 7513.696175 8225957.197 1019.812561 15.30304585 15.30494328 1 23.09827869 1.565433491 0.05644213375 -1.406312314 0.4985072297 15.30304585 0.002692651705 65.45389651 537470.6098 0 0 1 919728.7735 -5530277.397 3031412.4 406.5826203 47.08022349 11.09442834 3.308432629 -19.98745636 11.09442834
4.872631071 2895.3 0.134409187 919950.5341 -5530252.439 3031418.842 62.84134326 407.0121098 44.48304496 12.54458855 1.570796327 3.050848418 0.00253326683 0.07680686879 415.3861547 10849.04667 8226876.445 1300.704616 15.34930841 15.35173557 1 26.11797852 1.565433095 0.06380262451 -1.406312316 0.498507235 15.34930841 0.003871405353 73.80995957 535892.2713 0 0 1 919950.5341 -5530252.439 3031418.842 407.0121098 44.48304496 12.54458855 3.739742174 -22.60080593 12.54458855
5.417769251 2895.3 0.1900832951 920172.5298 -5530228.903 3031426.079 77.90803032 407.4450619 41.86386482 14.00687163 1.570796327 3.050848418 0.002531497102 0.08577633994 517.1647111 15082.0929 8227908.977 1617.450546 15.39598919 15.39901633 1 29.16303563 1.565431438 0.07121810342 -1.406312318 0.4985072409 15.39598919 0.005358086988 82.19166404 534313.9327 0 0 1 920172.5298 -5530228.903 3031426.079 407.4450619 41.86386482 14.00687163 4.174410547 -25.23617425 14.00687163
5.962907431 2895.3 0.2328035408 920394.7625 -5530206.8 3031434.116 94.64165203 407.8815099 39.22248197 15.48138843 1.570796327 3.050848418 0.002530609727 0.09482595311 630.8198611 20333.64685 8229055.746 1970.507067 15.44309285 15.44679169 1 32.23368207 1.565428535 0.07868816806 -1.40631232 0.4985072474 15.44309285 0.007191386756 90.59927787 532735.5941 0 0 1 920394.7625 -5530206.8 3031434.116 407.8815099 39.22248197 15.48138843 4.612470305 -27.89376257 15.48138843
6.508045612 2895.3 0.3005480788 920617.234 -5530186.143 3031442.96 113.056222 408.3214877 36.55869305 16.96825103 1.570796327 3.050848418 0.002530587753 0.103956975 756.5355149 26728.51513 8230317.712 2360.301145 15.49062417 15.49506785 1 35.33015252 1.565424404 0.08621238304 -1.406312324 0.4985072546 15.49062417 0.009410791978 99.03307237 531157.2555 0 0 1 920617.234 -5530186.143 3031442.96 408.3214877 36.55869305 16.96825103 5.053954373 -30.57377437 16.96825103
